Mesh ID,Generic name,Common name,Synonyms,Tree
D050805,Wandering Spleen,Wandering Spleen,"Floating Spleen|Drifting Spleens|Spleen, Floating|Spleen, Displaced|Wandering Spleens|Ptosis, Splenic|Splenoptosis|Displaced Spleen|Splenoptoses|Spleens, Wandering|Spleens, Displaced|Spleens, Drifting|Spleen, Wandering|Splenic Ptosis|Ptoses, Splenic|Wandering Spleen|Spleen, Drifting|Floating Spleens|Splenic Ptoses|Displaced Spleens|Spleens, Floating|Drifting Spleen",C15.604.744.954
D050815,"Fractures, Compression","Fractures, Compression","Fracture, Compression|Fractures, Compression|Compression Fractures|Compression Fracture",C26.404.195
D051261,"Granulomatosis, Orofacial","Granulomatosis, Orofacial","Granulomatoses, Orofacial|Orofacial Granulomatosis|Orofacial Granulomatoses|Granulomatosis, Orofacial",C07.465.353|C23.550.384
D051270,"Headache Disorders, Primary","Headache Disorders, Primary","Headache, Thunderclap|Ice Pick Headache|Headache, Primary Thunderclap|Headache Disorders, Primary|Headache Disorder, Primary|Headache, Benign Cough|Hypnic Headache|Benign Cough Headaches|Ice-Pick Headache|Clock Headaches, Alarm|Primary Cough Headache|Headaches, Ice-Pick|Stabbing Headache|Headache, Primary Exertional|Headache, Hypnic|Cough Headaches, Benign|Headache, Cough|Benign Exertional Headaches|Exertional Headache, Benign|Primary Thunderclap Headache|Thunderclap Headache|Benign Exertional Headache|Disorder, Primary Headache|Hypnic Headache Syndrome|Headache, Primary Stabbing|Headache, Benign Exertional|Ice-Pick Headaches|Cough Headache, Benign|Headaches, Alarm Clock|Headaches, Benign Exertional|Primary Headache Disorders|Primary Exertional Headache|Primary Headache Disorder|Exertional Headaches, Benign|Alarm Clock Headache|Disorders, Primary Headache|Benign Cough Headache|Headache Syndromes, Hypnic|Headache, Ice-Pick|Headache, Primary Cough|Headaches, Benign Cough|Alarm Clock Headaches|Headache, Alarm Clock|Primary Stabbing Headache|Headache, Stabbing|Clock Headache, Alarm|Hypnic Headache Syndromes|Cough Headache|Headache Syndrome, Hypnic",C10.228.140.546.399
D051271,"Headache Disorders, Secondary","Headache Disorders, Secondary","Headache Disorders, Secondary|Analgesic Rebound Headaches|Medication Overuse Headache|Headache, Analgesic Rebound|Secondary Headache Disorders|Analgesic Rebound Headache|Secondary Headache Disorder|Analgesic Overuse Headache|Headache, Analgesic Overuse|Headaches, Analgesic Rebound|Disorders, Secondary Headache|Overuse Headaches, Medication|Medication Overuse Headaches|Analgesic Overuse Headaches|Headache, Medication Overuse|Overuse Headache, Medication|Headaches, Analgesic Overuse|Disorder, Secondary Headache|Headache Disorder, Secondary|Headaches, Medication Overuse",C10.228.140.546.699
D051298,Post-Traumatic Headache,Post-Traumatic Headache,"Cervicogenic Headache|Post-Traumatic Headaches|Post Traumatic Headache|Post-Traumatic Headache|Headaches, Cervicogenic|Headache, Post-Traumatic|Headaches, Post-Traumatic|Cervicogenic Headaches|Headache, Cervicogenic",C10.228.140.546.699.249
D051299,Post-Dural Puncture Headache,Post-Dural Puncture Headache,"Headache, Post-Dural Puncture|Post-Dural Puncture Headache|Post-Dural Puncture Headaches|Post Dural Puncture Headache|Headache, Postdural Puncture|Post-Lumbar Puncture Headache|Postdural Puncture Headache|Headaches, Postdural Puncture|Postdural Puncture Headaches|Headaches, Post-Dural Puncture",C10.228.140.546.699.124
D051302,Paroxysmal Hemicrania,Paroxysmal Hemicrania,"Paroxysmal Hemicranias|Hemicranias, Episodic Paroxysmal|Hemicranias, Chronic Paroxysmal|Hemicrania, Chronic Paroxysmal|Hemicrania, Episodic Paroxysmal|Paroxysmal Hemicrania, Episodic|Hemicranias, Paroxysmal|Paroxysmal Hemicrania, Chronic|Episodic Paroxysmal Hemicrania|Paroxysmal Hemicranias, Episodic|Episodic Paroxysmal Hemicranias|Hemicrania, Paroxysmal|Chronic Paroxysmal Hemicrania|Chronic Paroxysmal Hemicranias|Paroxysmal Hemicrania|Paroxysmal Hemicranias, Chronic",C10.228.140.546.399.937.750
D051303,Trigeminal Autonomic Cephalalgias,Trigeminal Autonomic Cephalalgias,"Trigeminal Autonomic Cephalalgias|Cephalalgia, Trigeminal Autonomic|Trigeminal Autonomic Cephalalgia|Cephalalgias, Trigeminal Autonomic",C10.228.140.546.399.937
D051341,Mobility Limitation,Mobility Limitation,"Difficulties, Ambulatory|Ambulation Difficulties|Ambulation Difficulty|Ambulatory Difficulty|Ambulatory Difficulties|Difficulty Walking|Mobility Limitation|Difficulty, Ambulation|Difficulties, Ambulation|Walking, Difficulty|Mobility Limitations|Difficulty Ambulation|Limitation, Mobility",C23.888.550
D051359,"Lymphohistiocytosis, Hemophagocytic","Lymphohistiocytosis, Hemophagocytic","Hemophagocytic Syndrome, Infection-Associated|Lymphohistiocytoses, Familial Erythrophagocytic|Hemophagocytic Reticuloses, Familial|Lymphohistiocytoses, Familial Hemophagocytic|Hemophagocytic Lymphohistiocytosis, Familial, 1|Hemophagocytic Lymphohistiocytosis Familial 1|Reticulosis, Familial Hemophagocytic|Lymphohistiocytoses, Primary Hemophagocytic|Hemophagocytic Syndrome, Reactive|Hemophagocytic Lymphocytosis, Familial|Hemophagocytic Lymphohistiocytoses|Familial Hemophagocytic Lymphohistiocytoses|Familial Hemophagocytic Reticuloses|Primary Hemophagocytic Hymphohistiocytoses|Lymphohistiocytosis, Familial Hemophagocytic|Erythrophagocytic Lymphohistiocytoses, Familial|Familial Hemophagocytic Lymphocytoses|Hemophagocytic Hymphohistiocytosis, Primary|Lymphohistiocytoses, Hemophagocytic|Reticulosis, Familial Histiocytic|Reticuloses, Familial Hemophagocytic|Lymphocytoses, Familial Hemophagocytic|Histiocytosis, Familial Hemophagocytic|Hemophagocytic Histiocytoses, Familial|Familial Erythrophagocytic Lymphohistiocytosis|Familial Hemophagocytic Reticulosis|Reactive Hemophagocytic Syndrome|Hemophagocytic Lymphohistiocytoses, Familial|Primary Hemophagocytic Hymphohistiocytosis|Hemophagocytic Lymphohistiocytosis|Hemophagocytic Lymphohistiocytoses, Primary|Hymphohistiocytoses, Primary Hemophagocytic|Lymphohistiocytosis, Familial Erythrophagocytic|Hemophagocytic Lymphohistiocytosis Familial -1|Familial Histiocytic Reticuloses|Infection-Associated Hemophagocytic Syndrome|Lymphohistiocytosis, Hemophagocytic|Lymphocytosis, Familial Hemophagocytic|Hemophagocytic Syndrome, Infection Associated|Familial Histiocytic Reticulosis|Familial Hemophagocytic Histiocytosis|Primary Hemophagocytic Lymphohistiocytosis|Lymphohistiocytosis, Primary Hemophagocytic|Familial Hemophagocytic Lymphocytosis|Hemophagocytic Syndrome|Hemophagocytic Histiocytosis, Familial|Erythrophagocytic Lymphohistiocytosis, Familial|Familial Hemophagocytic Lymphohistiocytosis|Reticuloses, Familial Histiocytic|Hemophagocytic Lymphohistiocytosis, Primary|Histiocytic Reticuloses, Familial|Hemophagocytic Hymphohistiocytoses, Primary|Hymphohistiocytosis, Primary Hemophagocytic|Familial Hemophagocytic Histiocytoses|Hemophagocytic Reticulosis, Familial|Histiocytoses, Familial Hemophagocytic|Familial Erythrophagocytic Lymphohistiocytoses|Hemophagocytic Syndromes|Hemophagocytic Lymphocytoses, Familial|Histiocytic Reticulosis, Familial|Hemophagocytic Lymphohistiocytosis, Familial|Primary Hemophagocytic Lymphohistiocytoses",C15.604.250.410.575
D051436,"Renal Insufficiency, Chronic","Renal Insufficiency, Chronic","Chronic Renal Insufficiency|Disease, Chronic Kidney|Chronic Renal Disease|Disease, Chronic Renal|Kidney Insufficiencies, Chronic|Renal Diseases, Chronic|Chronic Kidney Insufficiencies|Renal Disease, Chronic|Chronic Renal Diseases|Kidney Disease, Chronic|Renal Insufficiencies, Chronic|Chronic Renal Insufficiencies|Renal Insufficiency, Chronic|Kidney Diseases, Chronic|Chronic Kidney Insufficiency|Chronic Kidney Disease|Diseases, Chronic Kidney|Diseases, Chronic Renal|Kidney Insufficiency, Chronic|Chronic Kidney Diseases",C12.950.419.780.750|C12.050.351.968.419.780.750|C23.550.291.500.906|C12.200.777.419.780.750
D051437,Renal Insufficiency,Renal Insufficiency,"Insufficiency, Kidney|Renal Insufficiencies|Failure, Renal|Kidney Insufficiency|Failure, Kidney|Renal Failure|Renal Failures|Failures, Renal|Renal Insufficiency|Kidney Failure|Kidney Failures|Failures, Kidney|Kidney Insufficiencies",C12.050.351.968.419.780|C12.200.777.419.780|C12.950.419.780
D006562,"Neuralgia, Postherpetic","Neuralgia, Postherpetic","Postherpetic Neuralgia|Neuralgia, Postherpetic",C10.668.829.600.550|C23.888.592.612.664.550
D051516,Hemospermia,Hemospermia,Hemospermia|Hematospermia,C12.100.500.293|C12.200.294.293
D051527,"Odontogenic Tumor, Squamous","Odontogenic Tumor, Squamous","Tumor, Squamous Odontogenic|Squamous Odontogenic Tumor|Odontogenic Tumors, Squamous|Squamous Odontogenic Tumors|Tumors, Squamous Odontogenic|Odontogenic Tumor, Squamous",C04.557.695.607
D007567,"Hyperbilirubinemia, Neonatal","Hyperbilirubinemia, Neonatal","Hyperbilirubinemia, Neonatal Indirect|Direct Hyperbilirubinemia, Neonatal|Neonatal Hyperbilirubinemia|Hyperbilirubinemia, Neonatal|Neonatal Indirect Hyperbilirubinemia|Neonatal Direct Hyperbilirubinemia|Hyperbilirubinemia During Infancy|Infancy, Hyperbilirubinemia During|Indirect Hyperbilirubinemia, Neonatal|Hyperbilirubinemia, Neonatal Direct|During Infancies, Hyperbilirubinemia",C23.550.429.249|C16.614.451
D051642,Histiocytoma,Histiocytoma,Histiocytoma|Histiocytomas,C04.557.450.565.590.425
D051677,"Histiocytoma, Malignant Fibrous","Histiocytoma, Malignant Fibrous","Pleomorphic Malignant Fibrous Histiocytoma|Fibrohistiocytic Tumor, Malignant|Tumor, Malignant Fibrohistiocytic|Fibrous Histiocytomas, Malignant|Malignant Fibrohistiocytic Tumors|Fibrous Histiocytoma, Malignant|Malignant Fibrous Histiocytomas|Malignant Fibrous Histiocytoma|Fibrohistiocytic Tumors, Malignant|Tumors, Malignant Fibrohistiocytic|Malignant Fibrohistiocytic Tumor|Histiocytoma, Malignant Fibrous|Histiocytomas, Malignant Fibrous",C04.557.450.795.400|C04.557.450.565.590.425.360
D006085,Delayed Graft Function,Delayed Graft Function,"Delayed Graft Function|Graft Function, Delayed",C23.550.277
D052016,Mucositis,Mucositis,Mucositis|Mucositides,C06.405.205.798|C07.465.584
D052120,Glycogen Storage Disease Type IIb,Glycogen Storage Disease Type IIb,"Lysosomal Glycogen Storage Disease with Normal Acid Maltase|Lysosomal Glycogen Storage Disease without Acid Maltase Deficiency|Glycogen Storage Disease IIb|X Linked Vacuolar Cardiomyopathy and Myopathy|Glycogen Storage Disease Type 2B|Pseudoglycogenosis II|Disease, Antopol|Pseudoglycogenosis IIs|Vacuolar Cardiomyopathy and Myopathy, X-linked|Glycogen Storage Disease Type IIb|Vacuolar Cardiomyopathy and Myopathy, X linked|Glycogen Storage Disease Limited to the Heart|Glycogen Storage Cardiomyopathy|X-Linked Vacuolar Cardiomyopathy and Myopathy|Cardiomyopathies, Glycogen Storage|Pseudoglycogenosis 2|Antopol Disease|Glycogen Storage Cardiomyopathies|Cardiomyopathy, Glycogen Storage|Danon Disease|Pseudoglycogenosis 2s",C14.280.238.458|C16.320.565.202.449.510|C16.320.322.201|C10.597.606.360.455.562|C18.452.648.202.449.510
D058497,Frasier Syndrome,Frasier Syndrome,"Syndrome, Frasier|Frasier Syndrome",C16.131.939.316.096.624|C12.050.351.968.419.780.750.500.500|C23.550.291.500.906.500.500|C12.200.706.316.096.624|C12.950.419.780.750.500.500|C12.200.777.419.780.750.500.500|C12.800.316.096.624|C16.320.306|C19.391.119.096.624|C12.050.351.875.253.096.624
D052177,"Kidney Diseases, Cystic","Kidney Diseases, Cystic","Cystic Kidney|Cystic Renal Diseases|Kidney Diseases, Cystic|Renal Diseases, Cystic|Cystic Kidney Disease|Disease, Cystic Renal|Kidneys, Cystic|Renal Disease, Cystic|Cystic Kidney Diseases|Cystic Kidneys|Kidney Disease, Cystic|Disease, Cystic Kidney|Diseases, Cystic Kidney|Diseases, Cystic Renal|Cystic Renal Disease|Kidney, Cystic",C12.200.777.419.403|C12.950.419.403|C12.050.351.968.419.403
D052178,Cephalopelvic Disproportion,Cephalopelvic Disproportion,"Disproportion, Cephalopelvic|Cephalopelvic Disproportion",C12.050.703.420.235
D052202,Hydrocolpos,Hydrocolpos,Hydrocolpos,C12.100.250.894.500|C12.050.351.500.894.500
D052245,Usher Syndromes,Usher Syndromes,"Syndrome, Retinitis Pigmentosa-Deafness|Syndrome, Hallgren|Pigmentosa Syndromes, Deafness-Retinitis|Dystrophia Retinae Pigmentosa Dysostosis Syndrome|Retinitis Pigmentosa And Congenital Deafness|Usher's Syndrome|Deafness Retinitis Pigmentosa Syndrome|Graefe Usher Syndrome|Ushers Syndrome|Usher Syndromes|Hallgren Syndrome|Syndrome, Deafness-Retinitis Pigmentosa|Dystrophia Retinae Pigmentosa-Dysostosis Syndrome|Syndromes, Deafness-Retinitis Pigmentosa|Syndromes, Usher|Usher Syndrome, Type I|Usher Syndrome, Type 1|Syndrome, Usher|Usher Syndrome, Type 3|Usher Syndrome, Type II|Syndrome, Usher's|Usher Syndrome, Type IId|Usher Syndrome, Type I, French Variety|Deafness-Retinitis Pigmentosa Syndromes|Syndrome, Graefe-Usher|Retinitis Pigmentosa-Deafness Syndromes|Usher Syndrome, Type III|Deafness-Retinitis Pigmentosa Syndrome|Retinitis Pigmentosa Deafness Syndrome|Usher Syndrome|Usher Syndrome, Type 1A|Syndromes, Retinitis Pigmentosa-Deafness|Graefe-Usher Syndrome|Retinitis Pigmentosa-Deafness Syndrome",C16.320.290.684.500|C09.218.458.341.186.500.500|C23.888.592.763.393.341.887.886|C09.218.458.341.887.886|C16.131.077.299.500|C11.768.585.658.500.813|C10.597.751.418.341.186.500.500|C11.966.075.375.500|C10.597.751.418.341.887.886|C10.597.751.941.162.625.500
D052256,Tendinopathy,Tendinopathy,Tendonopathies|Tendinitides|Tendinoses|Tendonitides|Tendinopathy|Tendinitis|Tendinosis|Tendonoses|Tendonosis|Tendonopathy|Tendinopathies|Tendonitis,C26.874.800|C05.651.869
D052439,Lipid Metabolism Disorders,Lipid Metabolism Disorders,"Lipid Metabolism Disorders|Metabolism Disorder, Lipid|Lipid Metabolism Disorder|Metabolism Disorders, Lipid",C18.452.584
D052456,Hypoalphalipoproteinemias,Hypoalphalipoproteinemias,"Lipoproteinemia, Hypo alpha|Hypoalphalipoproteinemias, Primary|alpha Lipoproteinemia, Hypo|Lipoproteinemias, Hypo alpha|HDL Cholesterol, Low Serum|alpha Lipoprotein Deficiency Disease, Familial|Hypoalphalipoproteinemia, Primary|Familial Hypoalphalipoproteinemias|Familial High Density Lipoprotein Deficiency Disease|Hypoalphalipoproteinemias|Primary Hypoalphalipoproteinemias|Hypoalphalipoproteinemia, Familial|HDL Lipoprotein Deficiency Disease|Familial alpha Lipoprotein Deficiency Disease|alpha-Lipoprotein Deficiency Disease, Familial|High Density Lipoprotein Deficiency Disease, Familial|Familial Hypoalphalipoproteinemia|Hypoalphalipoproteinemias, Familial|Hypo alpha Lipoproteinemia|Lipoprotein Deficiency Disease, HDL, Familial|High-Density Lipoprotein Deficiency Disease, Familial|Hypoalphalipoproteinemia|Familial High-Density Lipoprotein Deficiency Disease|Familial alpha-Lipoprotein Deficiency Disease|Hypo alpha Lipoproteinemias",C18.452.584.563.500.330|C18.452.584.500.875.330|C16.320.565.398.500.330|C18.452.648.398.500.330
D052476,"Hypobetalipoproteinemia, Familial, Apolipoprotein B","Hypobetalipoproteinemia, Familial, Apolipoprotein B","Apolipoprotein B Deficiency|Hypobetalipoproteinemia, Familial, Apolipoprotein B|Hypobetalipoproteinemia, Familial, Apo B|Apolipoprotein B Deficiencies|Apolipoprotein B Deficiency Disease|Abetalipoproteinemia, Normotriglyceridemic, Steinbert Type",C18.452.584.563.497|C18.452.584.500.875.440.750
D047495,"Lipodystrophy, Familial Partial","Lipodystrophy, Familial Partial","Lipodystrophy, Familial Partial, Type 3|Partial Lipodystrophy, Reverse|Lipodystrophy, Familial Partial|Lipodystrophy, Familial Partial, Type 1|Lipodystrophy, Reverse Partial|Lipodystrophy, Familial Partial, Kobberling Type|Dunnigan Syndrome|Lipodystrophy, Familial Partial, Type 2|Familial Partial Lipodystrophies|Koberling-Dunnigan Syndrome|Familial Partial Lipodystrophy, Type 1|Partial Lipodystrophy, Familial|Lipodystrophy, Familial Partial, Dunnigan Type|Familial Partial Lipodystrophy, Kobberling Type|Familial Partial Lipodystrophy, Type 3|Familial Partial Lipodystrophy, Type 2|Reverse Partial Lipodystrophy|Reverse Partial Lipodystrophies|Lipodystrophy, Familial Partial, Associated With PPARg Mutations|Lipodystrophy, Familial, of Limbs and Lower Trunk|Koberling Dunnigan Syndrome|Familial Partial Lipodystrophy|Partial Lipodystrophies, Reverse",C16.320.488.813|C18.452.584.563.798|C18.452.880.391.700|C17.800.849.391.700|C18.452.584.625.700
D052497,"Lipodystrophy, Congenital Generalized","Lipodystrophy, Congenital Generalized","Syndrome, Seip|Lipodystrophy, Total|Lipodystrophy, Berardinelli-Seip Congenital, Type 2|Berardinelli Seip Congenital Lipodystrophy Type 1|Syndrome, BSCL2-Related Brunzell|Congenital Generalized Lipodystrophy|Syndrome, Berardinelli-Seip|Berardinelli-Seip Congenital Lipodystrophy, Type 1|Congenital Generalized Lipodystrophy Type 1|Generalized Lipodystrophy, Congenital|Diabete, Congenital Lipoatrophic|Brunzell Syndrome (with Bone Cysts)|Generalized Lipodystrophies, Congenital|Congenital Lipodystrophy, Berardinelli-Seip|Lipodystrophies, Congenital Generalized|Berardinelli-Seip Congenital Lipodystrophy, Type 2|Lipodystrophy, Berardinelli-Seip Congenital, Type 1|Lipodystrophies, Generalized|Total Lipodystrophy|Congenital Generalized Lipodystrophy Type 2|Lipodystrophy, Congenital Generalized, Type 2|Generalized Lipodystrophy|Berardinelli Seip Congenital Lipodystrophy|Lipodystrophies, Total|Brunzell Syndrome, AGPAT2-Related|Brunzell Syndrome, BSCL2-Related|Berardinelli Seip Congenital Lipodystrophy, Type 1|AGPAT2-Related Brunzell Syndrome|Congenital Lipoatrophic Diabete|Berardinelli-Seip Syndrome|Lipoatrophic Diabetes, Congenital|Berardinelli Seip Congenital Lipodystrophy Type 2|Berardinelli Seip Congenital Lipodystrophy, Type 2|Lipodystrophy, Congenital Generalized, Type 1|Berardinelli Syndrome|Syndrome, Berardinelli|Generalized Lipodystrophies|BSCL2-Related Brunzell Syndrome|Congenital Lipoatrophic Diabetes|Berardinelli Seip Syndrome|Berardinelli-Seip Congenital Lipodystrophy Type 2|Brunzell Syndrome, AGPAT2 Related|Syndrome, AGPAT2-Related Brunzell|Brunzell Syndrome, BSCL2 Related|Syndrome, Brunzell (with Bone Cysts)|Lipodystrophy, Congenital Generalized|Total Lipodystrophy and Acromegaloid Gigantism|Lipodystrophy, Generalized|Diabetes, Congenital Lipoatrophic|Lipodystrophy, Berardinelli-Seip Congenital|Syndrome, Brunzell|Total Lipodystrophies|Berardinelli-Seip Congenital Lipodystrophy Type 1|Brunzell Syndrome|Seip Syndrome|Congenital Generalized Lipodystrophies|Lipoatrophic Diabete, Congenital|Berardinelli-Seip Congenital Lipodystrophy|Lipodystrophy, Total, And Acromegaloid Gigantism",C18.452.584.563.745|C18.452.584.625.550|C17.800.849.391.550|C16.320.565.398.745|C18.452.880.391.550|C18.452.648.398.745
D052516,Sulfatidosis,Sulfatidosis,Sulfatidoses|Sulfatidosis,C16.320.565.595.554.825.850|C18.452.648.189.435.825.850|C16.320.565.398.641.803.925|C18.452.584.563.641.803.925|C16.320.565.189.435.825.850|C18.452.648.595.554.825.850|C10.228.140.163.100.435.825.850|C18.452.132.100.435.825.850|C18.452.648.398.641.803.925
D052517,Multiple Sulfatase Deficiency Disease,Multiple Sulfatase Deficiency Disease,"Mucosulfatidosis|Multiple Sulfatase Deficiencies|Multiple Sulfatase Deficiency|Multiple Sulfatase Deficiency Disease|Juvenile Sulfatidosis|Multiple Sulphatase Deficiency Disease|Sulfatidosis Juvenile, Austin Type|Sulfatidosis, Juvenile, Austin Type|Sulfatidoses, Juvenile|Sulfatidosis, Juvenile|Juvenile Sulfatidoses",C18.452.648.595.554.825.850.750|C10.228.140.163.100.435.825.850.750|C18.452.132.100.435.825.850.750|C16.320.565.595.554.825.850.750|C16.320.565.189.435.825.850.750|C18.452.648.398.641.803.925.750|C18.452.584.563.641.803.925.750|C18.452.648.189.435.825.850.750|C16.320.565.398.641.803.925.750
D052536,"Niemann-Pick Disease, Type A","Niemann-Pick Disease, Type A","Niemann-Pick Disease, Neuronopathic Type|Sphingomyelin Lipidoses|Classical Niemann-Pick Disease|Niemann-Pick's Disease Type A|Deficiencies, Sphingomyelinase|Lipidoses, Sphingomyelin Cholesterol|Lipidoses, Sphingomyelin|Sphingomyelin Cholesterol Lipidoses|Sphingomyelinase Deficiency Diseases|Niemann-Pick Disease, Acute Neurovisceral Form|Cholesterol Lipidoses, Sphingomyelin|Cholesterol Lipidosis, Sphingomyelin|Supraoptic Vertical Ophthalmoplegia|Niemann-Pick Disease, Classical|Classical Niemann Pick Disease|Type A Niemann-Pick Disease|Niemann Pick Disease, Neuronopathic Type|Sphingomyelinase Deficiency|Lipidosis, Sphingomyelin|Ophthalmoplegias, Supraoptic Vertical|Sphingomyelinase Deficiency Disease|Supraoptic Vertical Ophthalmoplegias|Deficiency, Sphingomyelinase|Lipidosis, Neuronal Cholesterol|Ophthalmoplegia, Supraoptic Vertical|Neuronal Cholesterol Lipidosis|Lipidosis, Sphingomyelin Cholesterol|Niemann Pick Disease, Acute Neuronopathic Form|Vertical Ophthalmoplegias, Supraoptic|Sphingomyelinase Deficiencies|Cholesterol Lipidosis, Neuronal|Neuronal Cholesterol Lipidoses|Niemann Pick Disease, Type A|Sphingomyelin Lipidosis|Niemann Pick's Disease Type A|Niemann-Pick Disease, Acute Neuronopathic Form|Lipidoses, Neuronal Cholesterol|Niemann Pick Disease, Acute Neurovisceral Form|Niemann-Pick Disease, Type A|Cholesterol Lipidoses, Neuronal|Vertical Ophthalmoplegia, Supraoptic|Type A Niemann Pick Disease|Sphingomyelin Cholesterol Lipidosis",C15.604.250.410.625.500|C16.320.565.398.641.803.730.500|C18.452.648.398.641.803.730.500|C18.452.584.563.641.803.730.500|C18.452.648.595.554.825.700.500|C16.320.565.189.435.825.700.500|C18.452.132.100.435.825.700.500|C10.228.140.163.100.435.825.700.500|C18.452.648.189.435.825.700.500|C16.320.565.595.554.825.700.500
D052537,"Niemann-Pick Disease, Type B","Niemann-Pick Disease, Type B","Niemann Pick Disease, Type B|Niemann Pick Disease, Adult Non Neuronopathic|Niemann Pick's Disease Type E|Niemann-Pick Disease, Non-Neuronopathic Type|Type B Niemann-Pick Disease|Niemann Pick's Disease Type B|Niemann-Pick Disease, Adult Non-Neuronopathic|Niemann-Pick Disease, Type E|Niemann Pick Disease, Non Neuronopathic Type|Niemann Pick Disease, Type E|Niemann-Pick Disease, Visceral|Niemann-Pick's Disease Type E|Niemann Pick Disease, Visceral|Niemann-Pick's Disease Type B|Niemann-Pick Disease, Type B|Type B Niemann Pick Disease",C10.228.140.163.100.435.825.700.750|C16.320.565.398.641.803.730.750|C16.320.565.189.435.825.700.750|C18.452.132.100.435.825.700.750|C16.320.565.595.554.825.700.750|C18.452.648.398.641.803.730.750|C18.452.648.595.554.825.700.750|C18.452.648.189.435.825.700.750|C18.452.584.563.641.803.730.750|C15.604.250.410.625.750
D052556,"Niemann-Pick Disease, Type C","Niemann-Pick Disease, Type C","Niemann Pick Disease, Chronic Neuronopathic Form|Niemann Pick Disease without Sphingomyelinase Deficiency|Niemann-Pick's Disease Type D|Nova Scotia Niemann Pick Disease (Type D)|Niemann-Pick Disease, Type D|Niemann Pick Type C Disease|Niemann-Pick Type C Disease|Nova Scotia (Type D) Form of Niemann-Pick Disease|Niemann Pick disease, Subacute Juvenile Form|Niemann Pick Type D Disease|Niemann Pick Disease, Nova Scotian|Niemann-Pick Disease, Type C|Niemann Pick Disease Type D|Nova Scotia Niemann-Pick Disease (Type D)|Niemann Pick Disease, Type C1|Niemann-Pick Disease, Type C1|Niemann Pick Disease, Type D|Niemann-Pick disease, Subacute Juvenile Form|Niemann-Pick Disease, Chronic Neuronopathic Form|Neurovisceral Storage Disease with Vertical Supranuclear Ophthalmoplegia|Niemann-Pick Disease, Nova Scotian|Niemann Pick Disease, Type C|Niemann-Pick's Disease Type C|Niemann-Pick Type D Disease|Niemann-Pick Disease Type C|Niemann Pick Disease Type C|Niemann-Pick Disease without Sphingomyelinase Deficiency|Niemann-Pick Disease Type D|Niemann Pick's Disease Type D|Niemann-Pick Disease with Cholesterol Esterification Block|Niemann Pick Disease with Cholesterol Esterification Block|Niemann Pick's Disease Type C",C18.452.648.398.641.803.730.875|C16.320.565.189.435.825.700.875|C16.320.565.595.554.825.700.875|C10.228.140.163.100.435.825.700.875|C15.604.250.410.625.875|C18.452.584.563.641.803.730.875|C18.452.648.595.554.825.700.875|C16.320.565.398.641.803.730.875|C18.452.648.189.435.825.700.875|C18.452.132.100.435.825.700.875
D052582,Trigger Finger Disorder,Trigger Finger Disorder,"Flexor Tendon Entrapment|Snapping Finger|Fingers, Snapping|Entrapment, Flexor Tendon|Flexor Tendon Entrapments|Thumb, Trigger|Trigger Digit|Trigger Thumbs|Thumbs, Trigger|Snapping Fingers|Trigger Digits|Finger, Snapping|Tendon Entrapment, Flexor|Trigger Finger Disorder|Digit, Trigger|Trigger Thumb|Entrapments, Flexor Tendon|Tendon Entrapments, Flexor|Digits, Trigger",C05.651.869.816.800
D052776,Female Urogenital Diseases,Female Urogenital Diseases,"Female Urogenital Diseases|Female Urogenital Disease|Female Genitourinary Diseases|Urogenital Disease, Female|Genitourinary Diseases, Female|Urogenital Diseases, Female|Genitourinary Disease, Female|Female Genitourinary Disease",C12.050.351
D052798,Balanitis Xerotica Obliterans,Balanitis Xerotica Obliterans,Balanitis Xerotica Obliterans|Kraurosis Penis,C12.100.500.494.136.500|C12.200.294.494.136.500
D052801,Male Urogenital Diseases,Male Urogenital Diseases,"Male Urogenital Diseases|Genitourinary Disease, Male|Urogenital Diseases, Male|Urogenital Disease, Male|Male Genitourinary Disease|Male Genitourinary Diseases|Genitourinary Diseases, Male|Male Urogenital Disease",C12.200
D052858,Cystocele,Cystocele,"Urinary Bladder Prolapse|Fallen Urinary Bladder|Cystocele|Prolapse, Urinary Bladder",C12.050.351.968.829.508|C12.200.777.829.707|C23.300.842.624.249|C12.950.829.508
D052878,Urolithiasis,Urolithiasis,"Urolithiasis|Lithiasis, Urinary|Urinary Lithiasis",C12.950.967|C12.050.351.968.967|C12.200.777.967
D052879,Subacute Combined Degeneration,Subacute Combined Degeneration,"Subacute Combined Degeneration|Neuropathy, Subacute Combined Degeneration|Subacute Combined Neuropathy Degeneration",C10.228.854.811|C10.574.910|C10.314.875|C18.654.521.500.133.699.923.640|C23.550.737.625
D052880,Pyomyositis,Pyomyositis,"Tropical Myositis|Myositis, Tropical|Pyomyositis",C01.830.767|C05.651.594.909|C10.668.491.562.787
D052919,"Refsum Disease, Infantile","Refsum Disease, Infantile","Refsum Disease, Infantile Form|Disease, Infantile Refsum's|Refsum Disease, Infantile|Infantile Refsum Disease|Infantile Refsum's Disease|Infantile Phytanic Acid Storage Disease|Infantile Form of Phytanic Acid Storage Disease|Refsum's Disease, Infantile|Refsums Disease, Infantile|Infantile Refsums Disease|Disease, Infantile Refsum",C16.320.565.189.844|C18.452.648.663.865|C16.320.565.663.865|C10.228.140.163.100.844|C18.452.132.100.844|C18.452.648.189.844
